RecipeID,Calories,TotalFat,Sugar,Sodium,Protein,SatuatedFat,Carbs
483686,325.6,30,0,3,70,19,0
483657,320.3,1,113,17,9,1,25
483697,121.7,0,16,0,1,0,2
483717,383,16,288,3,3,45,25
483721,214.2,33,20,0,0,14,1
483698,475.1,45,23,28,48,89,10
483689,0,0,0,12,0,0,0
483692,733.8,73,27,42,88,88,10
483703,235.2,15,25,19,10,10,10
483668,221.5,9,1,3,40,7,7
483623,984,81,168,22,25,163,38
483594,128.3,16,11,12,10,23,1
483607,799.9,74,15,23,51,56,22
483631,487.1,21,77,31,132,12,6
483550,345.8,31,19,17,51,51,4
483562,536,71,16,22,34,50,5
483569,741.2,70,43,23,76,88,17
483576,210.8,32,0,14,10,65,0
483527,114.2,6,0,16,7,2,5
483634,195.8,21,28,18,6,9,5
483582,390.3,33,24,11,21,17,13
483583,308.6,30,100,3,12,55,9
483610,94.2,8,4,2,14,8,1
483589,88.5,0,70,0,2,0,7
483473,128.5,6,52,5,3,12,7
483588,871.1,93,16,34,97,107,10
483504,850.9,107,29,40,43,81,15
483465,278.1,8,80,14,8,3,16
483578,3308.2,0,194,7,8,0,40
483590,813.5,98,23,20,82,111,4
483575,363.2,35,59,9,9,72,12
483537,219.1,6,19,27,23,4,11
483486,75.5,4,15,16,6,2,3
483529,131,6,60,1,2,5,7
483592,404.9,21,246,5,19,56,20
483606,521.1,57,16,9,58,79,5
483483,405.8,35,14,5,56,31,7
483556,142.9,19,19,3,5,27,2
483457,200.9,8,8,11,22,9,8
483613,160.6,15,1,10,30,16,0
483581,39.3,3,11,25,4,6,1
483476,338.9,23,129,14,7,45,16
483487,544.2,42,27,70,64,67,14
483460,599.5,60,16,76,44,58,13
483466,717.2,77,16,42,110,85,2
483542,631.6,77,8,10,74,132,1
483560,602.5,31,44,140,57,17,26
483632,49.1,5,5,5,3,5,1
483458,75.3,4,28,4,1,9,3
483573,603.6,67,60,113,64,70,6
483591,233.4,8,160,3,10,18,13
483467,379,32,155,1,9,56,15
483489,285.4,37,0,35,31,73,0
483598,592.3,35,10,34,66,33,20
483513,192.2,15,1,8,7,7,7
483565,887.1,44,169,49,44,41,47
483497,457.4,0,467,0,0,0,39
483625,328.2,18,147,8,6,8,18
483538,603.6,75,4,54,69,143,1
483609,504.6,18,173,5,26,31,29
483548,435.7,29,173,21,10,54,21
483570,129.1,1,10,8,7,1,8
483624,367.4,26,55,8,9,12,17
483516,119.2,11,23,1,7,4,4
483557,415.1,48,1,23,50,53,0
483503,349.2,29,7,13,70,19,2
483621,294.6,24,0,20,69,42,0
483488,563.2,34,50,39,26,63,25
483514,214.7,19,7,26,24,20,4
483530,1680,199,12,48,83,100,29
483595,492.2,42,25,35,36,14,15
483528,639.5,31,38,73,56,49,29
483481,436.9,38,5,37,44,53,9
483615,1753,289,12,68,14,583,8
483571,596.6,56,34,25,86,51,7
483545,21.7,0,13,9,1,0,1
483444,1062.6,66,151,53,60,125,46
483354,876.1,73,78,40,99,70,19
483325,144.7,0,67,0,1,0,8
483426,498.1,68,24,67,26,31,5
483388,97.4,0,0,0,12,0,5
483408,536.3,51,16,13,71,61,7
483370,212.8,31,16,0,3,14,2
483382,838,82,38,21,98,109,13
483376,1714.8,120,28,170,178,236,54
483395,84.1,6,8,6,11,2,2
483411,69.4,0,0,0,0,0,0
483347,394.5,31,8,3,14,63,15
483334,131.8,3,1,1,10,5,6
483425,179.7,9,66,17,13,15,8
483424,452.2,52,8,16,33,78,6
483362,335.3,36,1,17,30,67,5
483359,281.4,9,7,28,30,7,13
483413,226.1,4,52,1,8,1,16
483390,105.6,5,6,73,20,4,2
483402,0,0,0,8,0,0,0
483349,349.1,33,13,39,61,20,2
483392,1589.7,83,595,66,52,158,84
483421,208.5,12,2,20,11,21,9
483326,967.8,113,16,30,71,75,10
483328,332.1,37,7,15,40,29,1
483401,359,35,34,68,51,69,4
483336,4240.7,380,620,89,88,770,159
483321,8.9,0,3,4,0,0,0
483348,198.2,14,9,14,9,28,2
483331,658.7,40,26,9,167,45,3
483403,604.2,34,210,37,15,54,31
483410,236.9,15,0,4,64,23,0
483372,173.7,22,24,2,4,10,3
483373,454.8,49,81,22,23,35,12
483327,233.7,9,9,7,18,16,12
483381,1059.7,136,7,63,51,184,15
483374,948.8,86,7,9,122,78,15
483399,169.8,3,5,5,11,3,10
483247,460.4,45,8,2,35,28,10
483263,83.4,13,0,0,1,27,0
483287,461.8,27,199,12,10,54,23
483278,304.8,13,11,10,51,15,10
483314,545.4,77,11,71,25,26,5
483253,448.1,27,6,30,53,22,15
483300,279.4,15,6,15,21,10,12
483270,545.6,83,18,0,4,37,4
483248,597,84,60,291,7,37,7
483250,302.4,22,45,10,20,13,11
483272,604.6,60,154,4,30,102,16
483310,101.9,0,96,4,0,0,9
483309,58.2,7,6,1,5,13,1
483258,75,0,7,0,0,0,0
483249,367.1,16,24,1,16,7,20
483281,299.2,26,6,44,44,24,4
483275,221.5,7,13,1,11,5,13
483255,335,34,104,1,4,68,11
483271,298.3,25,13,24,9,51,11
483277,222.3,11,18,0,8,6,11
483297,1822.9,241,118,32,125,84,23
483262,341.7,31,95,15,8,26,13
483269,508.6,54,25,41,22,106,13
483256,174.6,7,12,0,6,8,10
483299,490.7,38,65,35,73,57,9
483257,79.1,9,8,2,2,6,1
483190,724.7,48,15,31,79,45,24
483145,333.3,37,6,46,39,75,3
483181,96,5,5,9,8,2,3
483173,441.7,54,7,8,20,82,7
483144,236.2,17,66,6,9,15,10
483195,960.2,74,23,11,111,64,26
483134,337.5,31,103,6,9,65,13
483152,795.5,72,261,100,49,38,24
483200,373.6,42,4,26,18,80,2
483184,475.2,37,41,42,44,51,14
483225,118.9,4,4,8,6,1,6
483231,331,28,60,0,9,18,13
483241,257.1,37,4,28,12,13,2
483232,562.4,55,17,11,86,61,2
483179,598.3,50,40,38,71,42,14
483177,175.3,0,164,48,1,0,14
483174,543.3,25,42,23,70,17,22
483216,255.8,32,2,12,9,66,3
483154,681.3,47,35,51,42,55,25
483234,335.8,41,10,20,16,72,6
483172,279.6,17,9,7,54,14,5
483185,129.2,10,1,9,30,9,0
483169,50,2,0,2,2,5,2
483196,279.9,45,1,3,6,22,0
483233,302.4,7,175,51,15,13,21
483160,63.1,7,2,2,3,13,0
483189,480.5,0,218,0,2,0,22
483131,278.5,19,23,25,20,31,10
483211,720.4,65,49,49,71,71,15
483212,234,29,1,9,27,46,0
483168,65.8,0,41,36,6,0,4
483128,412.7,21,3,10,132,13,0
483194,418.1,8,15,28,31,8,24
483141,734.6,60,140,8,103,81,14
483238,488,47,58,60,46,50,9
483176,513.3,33,2,55,99,47,7
483202,260.7,30,36,38,10,19,5
483229,380,29,14,16,25,60,13
483198,650.9,56,102,54,88,51,11
483175,277.1,15,38,1,28,19,10
483149,432.4,27,25,38,59,17,12
483191,2462.9,258,18,113,90,269,64
483163,503.1,50,1,9,89,99,1
483240,774,63,16,17,155,71,4
483075,264.4,22,18,6,19,22,8
483049,205.3,22,15,13,20,21,3
483057,1019.7,133,35,59,82,130,6
483119,198,1,180,0,5,1,16
483103,403.4,26,224,1,5,80,21
483073,325,21,119,1,7,42,16
483051,1011.2,31,287,45,140,20,61
483082,459.4,39,17,38,57,41,9
483046,795.1,88,2,37,126,78,1
483089,421.3,16,30,31,127,16,5
483044,377.3,23,23,1,16,10,17
483069,624.1,41,25,53,38,32,25
483116,1029.1,5,737,198,12,1,88
483041,66.8,0,58,10,1,0,6
483055,220.4,4,163,1,2,8,17
483086,169.2,21,29,6,3,9,3
483040,194,26,11,30,9,43,2
483039,269,14,34,78,28,7,11
483052,774.4,86,20,29,74,98,9
483076,869.3,54,123,40,94,53,26
483127,290.5,44,5,17,9,24,1
483087,295.9,0,90,0,3,0,10
483038,209.8,9,28,51,18,3,10
483062,866.5,114,16,31,75,104,4
483054,213.8,13,12,0,9,5,10
483050,554.3,29,25,22,56,26,22
483037,313.7,13,36,21,54,7,10
483048,1261.2,126,12,50,161,131,15
483110,284.2,7,4,20,15,14,17
483107,526,1,395,16,7,0,44
483043,449.3,18,46,18,72,13,16
483077,266,27,27,2,10,53,7
483070,634,53,100,27,93,48,10
483053,949.6,90,77,40,152,52,9
483115,257.2,19,0,6,16,37,9
483078,652.5,45,24,65,124,63,10
483125,70.1,7,6,1,5,13,1
483079,852.8,62,49,106,109,68,18
483120,1481.1,167,28,7,40,186,34
483067,135.7,11,27,26,8,5,5
483084,864.5,70,28,39,97,73,20
483108,166.4,19,28,1,5,8,4
483018,690.1,26,29,44,68,12,31
483034,167,12,25,8,8,22,6
483025,208.7,15,80,4,4,31,9
483023,130.4,10,46,4,3,14,5
482986,806.1,53,445,4,9,161,41
483012,413.4,29,120,53,49,47,12
482994,10.1,0,2,0,0,0,1
483011,276.5,40,12,49,3,80,3
482995,493.8,56,8,48,49,114,5
483015,377.3,2,336,7,11,1,31
483016,282.3,25,4,23,32,31,5
482985,470.6,46,26,6,69,68,5
483000,234,9,160,3,12,19,13
482990,322.1,23,100,11,8,10,14
482981,491.1,52,16,50,37,105,9
482988,569.2,59,25,32,71,116,7
483024,784,77,9,70,91,85,12
482984,446.1,15,35,43,23,16,26
483022,115.8,11,23,3,1,23,4
482989,370.1,49,15,6,28,53,1
483029,105.8,9,36,0,3,14,3
482997,107.9,16,1,36,1,6,1
482991,225.2,11,59,8,17,18,10
483010,162.9,24,11,21,5,48,1
483026,227.2,23,3,223,5,48,6
482907,284.1,26,10,7,10,51,9
482904,282.5,26,70,1,6,40,10
482899,444,26,25,17,64,30,12
482861,249.8,5,194,3,9,8,18
482902,403.4,28,18,11,57,29,9
482831,442.5,37,3,19,86,53,3
482956,26.8,0,17,87,0,0,1
482840,508,24,52,22,49,23,20
482889,325.6,30,17,51,30,58,8
482886,352.7,25,15,12,34,26,11
482852,555,30,11,5,34,20,25
482836,40.5,3,1,3,2,6,1
482822,530.5,37,5,40,92,48,9
482975,185.9,23,20,24,6,52,4
482974,180.8,17,1,11,36,8,0
482792,228.6,25,9,18,28,37,1
482961,628.1,64,192,22,8,28,22
482933,133.2,1,68,50,11,0,9
482963,208.2,26,2,16,20,43,0
482900,393.7,46,8,30,43,52,3
482802,529.9,49,16,26,59,54,9
482973,179.8,0,1,0,0,0,0
482842,338.2,11,175,7,22,11,18
482950,271,11,101,4,14,21,14
482885,184.4,3,96,591,17,0,13
482803,107,17,1,4,0,36,0
482858,81.7,2,13,5,2,0,2
482830,2151.5,26,24,98,181,14,149
482881,762.4,8,6,0,31,15,52
482833,1532.1,140,203,23,35,108,69
482951,509.9,19,36,26,69,24,21
482848,249.2,25,3,1,22,25,4
482846,123.5,6,50,2,9,13,5
482876,344.9,39,42,84,24,47,7
482843,564.1,26,25,49,87,32,19
482891,244.7,24,24,20,29,35,3
482970,162.5,0,156,0,0,0,14
482965,195.6,15,49,7,14,6,8
482839,203.5,27,10,23,13,51,1
482945,254.2,20,8,16,35,24,5
482892,456.4,46,129,13,16,70,12
482793,1365.7,103,653,11,40,271,59
482856,280.5,46,3,16,3,20,0
482888,54.7,0,50,0,0,0,4
482972,139,0,121,0,2,0,11
482962,1625.9,256,2,26,39,352,0
482850,204.8,24,16,8,4,9,5
482844,279.4,24,15,10,10,12,5
482936,332.6,20,22,26,17,12,15
482860,91.9,0,84,0,1,0,7
482806,7.3,0,1,0,0,0,0
482874,1877.8,161,69,118,63,305,67
482966,259.4,9,16,27,9,18,15
482944,246.5,25,6,37,22,26,4
482882,296.1,30,25,26,33,25,4
482940,418.3,14,160,2328,28,7,29
482969,341.2,36,5,4,7,65,9
482811,397.8,39,7,90,65,74,3
482859,136.9,7,21,2,9,13,6
482943,48.8,0,50,0,0,0,4
482810,452.5,12,14,27,108,8,9
482954,278.9,31,3,9,43,46,0
482903,252.9,10,23,48,11,4,14
482928,479.5,14,151,2327,23,11,33
482887,463.6,35,14,26,44,44,13
482926,308.4,21,0,5,25,36,11
482753,39.5,2,6,0,2,5,1
482785,493,26,36,31,85,23,13
482751,298.8,18,51,39,52,7,7
482727,446.9,26,22,25,43,33,18
482789,219.8,16,63,6,7,29,10
482752,73.1,0,65,23,1,0,6
482740,349.2,22,13,1,12,10,17
482784,79,6,1,1,5,3,4
482755,727.8,99,13,10,21,128,8
482770,276.2,35,23,8,14,22,4
482777,778.5,57,19,55,112,66,14
482759,298.5,31,10,3,41,35,2
482776,291.5,20,6,14,37,23,7
482761,232.4,23,14,1,9,44,7
482765,134.5,14,27,171,5,28,4
482736,452,17,51,24,56,20,20
482737,111.6,8,3,17,11,13,3
482774,116.8,17,6,0,3,6,1
482744,192.9,22,16,8,11,39,3
482775,312.7,32,51,24,19,15,9
482760,551.2,60,0,9,72,70,4
482773,288.2,21,29,2,8,9,12
482735,89.7,6,28,2,9,13,3
482741,242.8,19,52,3,3,27,11
482738,222,20,44,24,18,39,6
482780,245.4,17,22,60,12,32,10
482750,329.1,44,22,26,15,86,4
482673,453,31,22,42,72,41,6
482617,439.6,43,61,13,51,17,6
482649,564.9,11,421,25,13,3,40
482611,194.2,4,1,18,25,2,10
482720,271.4,21,10,23,20,41,8
482594,108.9,4,6,0,8,2,6
482701,195.3,12,71,6,17,25,7
482708,339.7,28,9,20,29,47,9
482620,776.3,50,13,35,97,56,5
482623,524.5,49,60,46,73,44,6
482596,481.5,21,322,111,6,9,29
482716,154.1,6,55,9,5,13,8
482607,2539.6,215,83,106,113,236,87
482580,563.6,58,17,6,47,58,10
482659,172.2,5,66,8,6,10,10
482658,319.9,16,27,3,22,10,15
482667,68.8,5,14,1,3,4,2
482622,221,16,17,12,6,7,9
482639,372.4,27,8,27,67,27,6
482651,53,0,0,2,3,0,3
482652,228.4,12,0,25,14,5,10
482631,1010.4,20,23,1,64,10,63
482648,2170.1,377,0,1,5,777,0
482590,662.7,73,15,45,103,86,2
482707,136.4,9,21,2,7,15,6
482619,54.5,6,2,4,6,5,0
482595,379.3,11,20,56,47,7,16
482653,288.9,20,58,6,20,29,11
482703,39.5,2,8,5,2,4,1
482678,638,83,24,19,12,39,12
482670,86.8,1,9,5,4,0,6
482562,1548,0,1596,0,0,0,133
482586,3541.2,216,1163,124,96,422,179
482650,2465.4,332,0,0,0,149,0
482668,182.4,2,25,32,17,2,9
482637,391.6,34,16,9,41,24,7
482592,372.6,16,118,5,18,28,20
482570,2315.6,157,558,46,73,307,105
482706,430.6,18,55,39,36,34,20
482608,249.2,13,1,16,62,8,3
482642,216.1,10,7,20,12,9,11
482613,523.6,50,192,4,7,102,18
482709,73.8,1,32,3,3,1,5
482646,461.9,58,15,16,42,94,2
482574,674.5,62,35,31,57,68,16
482681,265.8,18,142,46,2,36,13
482700,105.2,11,10,10,9,22,2
482705,336.2,26,15,27,66,32,3
482618,232.2,7,4,31,83,3,1
482704,1329.5,213,3,51,7,437,3
482664,139.4,0,0,71,7,0,9
482723,291.3,10,39,8,33,7,13
482548,223,19,5,3,45,11,1
482712,252.9,17,8,4,11,8,12
482581,359.4,57,1,21,8,57,0
482609,105.8,1,57,0,4,0,8
482558,291.8,33,60,1,11,15,7
482589,270,19,21,17,29,27,8
482616,714.5,82,13,23,65,159,7
482660,313.9,17,9,17,23,32,11
482655,171.3,7,45,12,6,10,9
482698,144.7,17,9,16,11,16,2
482483,146.3,15,9,15,5,18,3
482528,402.8,27,28,21,59,17,9
482486,215.1,19,9,7,5,23,6
482517,966.1,28,33,7,85,35,52
482531,1087.5,121,41,12,150,145,5
482522,177.6,19,14,15,22,37,1
482538,636.2,42,20,57,45,41,25
482537,496.2,50,6,14,66,90,5
482505,164.1,23,24,0,1,5,2
482496,287.1,25,0,5,57,20,1
482502,147.4,4,0,23,49,3,1
482492,146.4,20,9,16,3,11,1
482512,572.8,43,19,26,38,45,20
482495,832.8,93,42,36,72,70,14
482501,376.7,15,40,27,73,21,10
482526,119.3,16,2,4,3,7,2
482506,26.5,0,20,0,0,0,2
482507,771.9,82,41,9,107,103,5
482547,151.8,18,12,4,6,36,3
482490,493.6,44,47,15,36,33,14
482542,376.1,29,135,14,8,45,17
482511,343.6,48,7,14,13,39,3
482451,70.6,7,0,6,9,13,0
482400,213.8,28,10,15,14,17,1
482453,144.7,12,58,2,6,3,5
482431,456,17,239,4,7,33,29
482458,628.2,12,561,60,13,3,48
482425,2.2,0,1,0,0,0,0
482419,384.6,28,23,42,78,36,4
482413,428.6,33,31,72,58,29,7
482474,238.1,1,124,0,5,0,20
482482,711.2,89,25,619,30,153,17
482410,322.5,11,3,24,10,5,19
482412,586.3,17,211,18,27,35,36
482426,470.2,34,34,10,51,24,13
482439,641.6,66,26,24,67,31,5
482445,286.1,14,96,5,20,28,14
482406,144.9,14,25,51,3,6,5
482404,643.5,69,18,62,73,116,4
482403,524.6,57,15,59,49,102,3
482399,293.5,34,12,39,23,64,4
482398,206.8,24,41,6,3,10,5
482391,74.3,0,47,0,0,0,5
482423,235.6,17,27,3,14,33,10
482409,2219.1,333,16,37,51,442,6
482394,579.7,36,178,61,55,49,21
482401,279.5,15,11,12,10,7,14
482415,33.7,0,19,0,1,0,2
482368,297.3,29,5,15,7,34,9
482373,281.6,25,35,8,42,24,4
482449,754.8,61,107,67,23,120,29
482473,464.4,54,28,26,40,71,6
482385,243,10,3,6,82,9,0
482402,493.1,31,160,9,13,61,23
482395,363.4,29,67,43,48,35,8
482455,422.8,37,18,50,46,60,8
482448,39.8,3,12,1,0,6,1
482481,740.2,66,13,20,81,108,13
482440,350.2,27,51,20,24,15,12
482418,119.8,9,11,12,7,4,5
482407,1198,131,7,84,173,133,2
482381,203.5,6,70,11,14,9,12
482430,276.5,21,32,37,14,41,11
482424,539.6,27,50,28,52,53,23
482250,451.7,51,117,5,11,98,11
482342,177.4,0,95,0,5,0,14
482257,324.1,15,20,34,9,7,18
482308,247.7,32,1,58,25,52,0
482327,469.7,45,8,9,78,40,2
482286,463.6,5,63,25,24,3,32
482242,393.9,28,158,3,15,83,16
482218,4907.1,268,1076,498,255,462,252
482279,65.9,0,55,0,1,0,5
482289,81,0,37,24,5,0,6
482223,278.8,23,5,32,29,34,6
482252,416.3,11,20,16,20,5,25
482344,148.8,14,39,3,2,23,5
482290,121.8,19,0,15,2,37,0
482273,2780.5,311,152,388,203,349,52
482361,1001.1,50,54,117,106,59,40
482264,30.3,2,0,0,2,5,0
482222,388.2,44,60,2,10,71,8
482275,152.7,0,143,0,2,0,13
482353,458.1,8,4,19,42,5,26
482338,551,62,16,51,73,98,3
482360,242,12,15,292,15,14,15
482219,32,1,18,3,0,0,1
482297,494.9,37,80,11,18,64,20
482237,324.4,46,4,27,20,91,0
482302,751.9,69,67,72,72,93,16
482239,618.5,48,11,13,96,80,11
482282,573.4,51,95,63,38,89,17
482236,576.6,80,22,3,27,157,8
482245,117.4,1,0,6,10,0,7
482220,329.9,26,8,28,30,44,9
482339,357.5,24,85,24,55,33,8
482277,594.2,35,24,68,57,45,22
482229,401.4,66,18,1,0,29,1
482278,320,1,239,0,5,3,26
482314,699.1,49,112,17,114,48,14
482283,450.6,29,11,27,15,45,20
482269,87.8,6,25,1,2,12,3
482253,719.2,21,425,11,12,10,47
482285,438.4,45,11,9,20,25,11
482293,630.6,61,16,27,81,85,8
482322,258.7,19,6,6,50,25,2
482227,940.2,114,14,67,70,123,10
482355,231.8,2,7,14,16,2,13
482294,4384,316,1603,176,106,616,198
482266,196.7,28,3,6,8,24,1
482323,1995.9,220,62,41,137,368,35
482359,28.4,0,11,25,3,0,1
482281,143.1,11,34,3,10,13,4
482305,40.1,1,5,4,2,2,2
482313,1279.6,120,27,30,81,231,33
482309,832.2,85,38,9,83,110,12
482221,2878.8,0,18,10,54,0,72
482256,451.3,44,16,23,12,21,13
482336,270.3,12,133,10,6,25,15
482311,39,2,4,5,8,3,0
482276,5,0,0,0,1,0,0
482354,308.6,11,24,21,23,5,17
482241,358.6,39,0,19,53,51,1
482261,493,49,147,14,10,90,16
482235,582.2,45,93,103,50,54,11
482296,1005.7,107,26,37,113,154,11
482352,171.2,14,14,3,8,29,6
482224,269.4,10,54,24,8,19,17
482243,284.8,25,12,17,13,38,9
482191,504.1,68,4,35,42,30,1
482160,314.4,20,2,46,20,36,12
482203,1081.7,113,1,36,25,315,31
482159,222.2,22,20,0,9,10,7
482190,124.3,0,15,0,0,0,1
482161,602.5,2,524,0,8,0,50
482188,1504.9,143,236,14,27,292,52
482216,752.9,86,3,12,21,93,17
482209,256.7,24,11,14,35,22,1
482195,175.3,12,28,21,15,23,6
482215,819.1,64,36,24,108,39,19
482178,219.9,12,4,26,62,17,1
482189,370.6,34,144,2,7,68,13
482205,985.7,71,33,73,82,102,34
482183,334.2,14,133,16,15,17,17
482213,324.4,12,59,26,24,11,17
482199,91.6,11,20,12,1,5,2
482207,595.4,52,28,18,62,35,15
482217,910.9,85,155,20,27,213,27
482200,62.9,1,15,11,5,0,4
482212,266.4,30,52,18,13,36,5
482214,473.2,32,33,41,78,34,11
482174,391,28,162,5,10,34,17
482201,246.4,12,1,10,6,24,13
482185,261.4,19,10,13,9,9,10
482186,453.2,63,2,8,37,42,0
482166,42.1,0,5,64,2,0,3
482198,187.4,0,171,1,5,0,15
482193,262.6,31,24,28,18,62,3
482125,248.7,0,141,0,0,0,12
482095,571.5,50,227,24,8,88,22
482137,458.9,52,56,3,21,34,12
482082,165.3,8,25,19,13,5,7
482115,185.3,7,40,18,9,13,10
482026,444.4,12,13,33,35,10,25
482030,674.4,70,18,42,112,70,1
482056,374.5,33,7,6,16,67,12
482006,211.3,4,29,13,15,2,13
482023,753.9,78,20,30,56,122,15
482047,198.9,28,17,0,2,12,2
482111,80.4,1,51,2,8,3,4
482034,244.2,22,51,14,11,10,9
482126,612.9,75,19,46,67,83,3
482064,265.7,2,40,12,17,3,17
482028,379.7,39,0,47,31,45,6
482114,242.8,10,78,26,9,17,14
482089,250.5,1,21,12,11,0,18
482035,377.9,25,12,31,18,40,16
482061,51.9,3,1,13,5,2,1
482037,95.5,11,19,24,4,5,2
482036,520.7,42,12,29,39,86,16
482040,213.8,13,24,2,7,19,10
482144,202.2,15,0,17,50,7,0
482080,727.9,61,10,57,64,89,20
482054,488.2,24,31,3,21,10,27
482117,222.3,17,5,18,13,31,7
482024,347.1,31,29,74,51,14,4
482033,235.5,9,2,78,60,6,3
482052,436.2,48,24,3,49,87,4
482134,147.6,10,48,4,15,20,5
482027,145,18,5,15,4,36,1
482020,601.4,59,26,43,102,61,3
482051,714,70,58,26,42,53,20
482062,889,93,27,62,55,99,19
482075,129.7,2,109,12,2,0,10
482031,414.8,10,45,4,44,7,22
482021,421.3,15,36,30,20,24,23
482102,2457.5,159,541,25,61,255,121
482123,232.3,1,16,11,16,1,15
482152,986.1,70,32,24,200,91,10
482128,73.1,7,5,3,7,13,2
482138,211.1,7,24,3,16,5,11
482053,34.3,2,6,0,4,3,1
482032,325.7,39,0,40,41,17,0
482146,266.8,37,25,2,6,103,4
482120,744.1,90,32,17,49,99,11
482106,108.9,11,5,11,1,5,1
482038,641.6,30,179,50,25,56,34
482136,35.2,0,27,0,0,0,2
481927,12.8,0,0,0,1,0,0
481973,267,15,7,1,9,23,13
481958,421.8,41,61,21,46,39,7
481992,209,8,4,26,55,7,3
481995,165.8,13,35,6,19,8,4
481993,402,27,42,4,52,34,11
482001,295.4,16,15,7,10,16,15
481981,146,16,21,12,3,6,3
481952,527.1,59,6,9,67,71,4
481925,21.8,0,0,0,1,0,1
481961,569.3,41,47,13,121,36,6
481945,250,21,8,1,6,8,9
481970,433.5,36,116,9,25,72,14
481953,69.8,2,7,3,6,3,3
481959,824.3,74,16,25,82,59,10
482000,376.6,24,13,31,43,12,12
481968,236.2,30,8,33,20,49,1
481960,213.6,22,0,26,31,10,0
481998,304.6,28,5,0,8,12,10
481999,89,0,79,0,0,0,7
481923,454.6,41,110,45,43,54,11
481937,535.8,62,10,24,37,118,8
481964,3.9,0,0,0,0,0,0
481972,561.8,35,248,9,28,71,26
481997,38.8,4,1,6,2,6,0
482003,3094.8,340,38,373,489,309,6
481955,145.6,14,4,39,14,8,2
481926,337.5,14,16,10,14,10,18
481943,274.1,33,28,0,6,12,6
481878,120.2,10,40,1,9,14,3
481898,146,6,94,0,4,2,9
481922,243.2,30,7,6,26,24,1
481894,193.9,17,34,4,18,8,6
481873,489.1,68,13,31,29,41,5
481901,275.1,25,7,64,48,9,2
481917,326.2,11,5,6,10,3,19
481909,143.6,16,16,30,5,9,3
481897,37.2,0,18,32,3,0,2
481888,51.5,1,24,22,3,0,3
481893,522.4,29,13,48,153,15,2
481913,258.7,24,0,13,53,33,0
481910,603.5,22,29,100,72,18,26
481903,297.3,15,15,6,71,11,5
481887,234.9,10,97,12,6,8,13
481904,75.7,7,20,0,4,6,2
481890,136.3,15,10,24,5,30,3
481886,366.4,23,6,34,12,41,17
481911,328.2,24,17,11,66,36,3
481921,245.3,30,7,6,27,24,1
481920,128.9,20,4,24,0,11,0
481867,407.9,27,3,6,106,32,2
481900,548.9,62,14,31,64,87,4
481905,191.7,16,5,5,8,33,6
481844,72.5,2,34,3,5,1,4
481847,593.9,25,25,10,27,45,33
481852,227,18,13,9,48,16,1
481853,240.4,10,9,15,33,6,9
481809,71,7,12,5,2,2,2
481837,182.4,5,5,76,62,3,1
481824,413.9,21,17,10,100,34,3
481793,843.6,70,162,82,44,65,30
481796,437.2,37,10,15,61,41,7
481805,607.5,67,25,41,43,74,10
481829,118.8,5,9,7,16,4,4
481830,207,12,29,3,46,6,2
481810,139.8,4,0,12,6,9,8
481775,63.8,7,1,4,7,6,0
481770,819.5,60,19,56,93,88,22
481744,2770.3,298,521,108,76,560,74
481752,246.4,14,16,18,21,11,10
481766,386.6,40,2,11,65,46,1
481757,371.1,41,17,25,42,46,3
481780,173.8,21,27,48,3,9,3
481734,898.4,82,20,38,114,90,15
481746,391.6,31,120,11,10,61,16
481768,122.9,13,27,49,3,10,3
481784,31.2,0,10,6,1,0,3
481786,234.5,12,41,18,22,13,9
481760,512.2,28,230,32,47,34,21
481782,1242.1,139,25,13,158,117,8
481762,381.7,26,128,14,10,22,18
481779,7.1,0,2,9,0,0,0
481774,204,13,12,16,7,11,9
481708,757.8,29,14,72,89,51,31
481724,133.8,4,29,17,8,2,8
481714,365.2,23,47,31,77,13,6
481698,2397.1,106,976,84,60,205,141
481711,624.4,43,2,58,155,76,3
481716,430.2,45,3,39,58,40,3
481710,135.7,0,89,0,3,0,11
481701,571.8,71,84,119,24,86,10
481719,757.8,55,26,57,115,64,6
481720,583.8,69,15,67,69,126,4
481728,366,18,118,12,4,36,19
481695,805.7,41,17,38,70,77,31
481649,132.2,3,0,15,52,2,0
481679,184.1,5,12,33,36,3,7
481616,147.3,11,30,8,5,21,5
481647,266.4,17,9,14,19,45,11
481644,548.6,1,492,1,5,0,47
481645,285,19,40,28,39,10,9
481640,425.8,53,20,1,13,24,10
481685,376.9,2,285,4,20,1,29
481621,644.1,36,92,4,37,18,31
481620,442.8,20,15,10,34,11,21
481629,219.7,14,8,12,53,16,1
481622,166.8,15,40,17,9,6,6
481551,599.8,50,6,10,58,56,15
481569,234.7,18,7,0,9,6,7
481559,397,29,4,18,14,12,16
481558,456.4,26,23,18,49,18,17
481556,86.7,12,0,6,6,22,0
481603,482,19,251,11,9,37,30
481542,21.1,0,1,2,3,0,0
481582,399.1,22,20,41,57,20,12
481584,560.4,9,13,98,70,8,30
481547,388.4,28,12,24,67,24,6
481588,407.4,31,172,2,10,58,18
481571,891.4,116,38,54,76,77,4
481599,635.4,56,0,9,143,80,0
481587,259.4,13,121,4,5,25,14
481597,211.8,23,13,11,22,40,2
481598,1015.7,168,1,48,9,76,3
481450,331.9,12,170,11,8,6,20
481437,284.5,7,12,15,25,10,15
481486,583.6,50,37,57,76,86,11
